Tên khách hàng (*),Số điện thoại (*),Mã số thuế,Email,Địa chỉ,Hạn mức nợ (VNĐ),Số dư nợ đầu kỳ (VNĐ),Kênh nhận HĐ (QR/EMAIL/ZALO)
Hoàng Đình Hoàng,0910008374,,khachhang.08374@gmail.com,"Số 375 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Vũ Thanh Lan,0910008375,0300008375,khachhang.08375@gmail.com,"Số 376 Giải Phóng, Nam Định",12500000,0,ZALO
Bùi Hồng Nghĩa,0910008376,,khachhang.08376@gmail.com,"Số 377 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Ngô Mạnh Thảo,0910008377,,khachhang.08377@gmail.com,"Số 378 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đinh Đức Tùng,0910008378,,khachhang.08378@gmail.com,"Số 379 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Nguyễn Tuấn Bình,0910008379,,khachhang.08379@gmail.com,"Số 380 Cầu Giấy, Hải Phòng",18500000,0,QR
Phạm Bảo Hiếu,0910008380,0300008380,khachhang.08380@gmail.com,"Số 381 Pasteur, Bình Dương",5000000,2000000,EMAIL
Phan Thị Khoa,0910008381,,khachhang.08381@gmail.com,"Số 382 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Đặng Minh Nam,0910008382,,khachhang.08382@gmail.com,"Số 383 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Hồ Xuân Sơn,0910008383,,khachhang.08383@gmail.com,"Số 384 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Lý Trọng Trung,0910008384,,khachhang.08384@gmail.com,"Số 385 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Lâm Ngọc Yến,0910008385,0300008385,khachhang.08385@gmail.com,"Số 386 Nguyễn Trãi, Hà Nội",12500000,0,QR
Lê Hữu Hải,0910008386,,khachhang.08386@gmail.com,"Số 387 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Huỳnh Kim Hương,0910008387,,khachhang.08387@gmail.com,"Số 388 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Võ Văn Mai,0910008388,,khachhang.08388@gmail.com,"Số 389 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Đỗ Quang Phúc,0910008389,,khachhang.08389@gmail.com,"Số 390 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Dương Anh Thu,0910008390,0300008390,khachhang.08390@gmail.com,"Số 391 Giải Phóng, Nam Định",5000000,0,ZALO
Đoàn Gia Vũ,0910008391,,khachhang.08391@gmail.com,"Số 392 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Trần Đình Giang,0910008392,,khachhang.08392@gmail.com,"Số 393 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Hoàng Thanh Huy,0910008393,,khachhang.08393@gmail.com,"Số 394 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Vũ Hồng Linh,0910008394,,khachhang.08394@gmail.com,"Số 395 Cầu Giấy, Hải Phòng",11000000,0,QR
Bùi Mạnh Nhung,0910008395,0300008395,khachhang.08395@gmail.com,"Số 396 Pasteur, Bình Dương",12500000,0,EMAIL
Ngô Đức Thắng,0910008396,,khachhang.08396@gmail.com,"Số 397 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Đinh Tuấn Vân,0910008397,,khachhang.08397@gmail.com,"Số 398 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Nguyễn Bảo Cường,0910008398,,khachhang.08398@gmail.com,"Số 399 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Phạm Thị Hoài,0910008399,,khachhang.08399@gmail.com,"Số 400 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Phan Minh Kiên,0910008400,0300008400,khachhang.08400@gmail.com,"Số 401 Nguyễn Trãi, Hà Nội",5000000,0,QR
Đặng Xuân Nga,0910008401,,khachhang.08401@gmail.com,"Số 402 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Hồ Trọng Tâm,0910008402,,khachhang.08402@gmail.com,"Số 403 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Lý Ngọc Tuấn,0910008403,,khachhang.08403@gmail.com,"Số 404 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Lâm Hữu An,0910008404,,khachhang.08404@gmail.com,"Số 405 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Lê Kim Hạnh,0910008405,0300008405,khachhang.08405@gmail.com,"Số 406 Giải Phóng, Nam Định",12500000,0,ZALO
Huỳnh Văn Khánh,0910008406,,khachhang.08406@gmail.com,"Số 407 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Võ Quang Minh,0910008407,,khachhang.08407@gmail.com,"Số 408 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đỗ Anh Quân,0910008408,,khachhang.08408@gmail.com,"Số 409 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Dương Gia Trang,0910008409,,khachhang.08409@gmail.com,"Số 410 Cầu Giấy, Hải Phòng",18500000,0,QR
Đoàn Đình Vy,0910008410,0300008410,khachhang.08410@gmail.com,"Số 411 Pasteur, Bình Dương",5000000,0,EMAIL
Trần Thanh Hà,0910008411,,khachhang.08411@gmail.com,"Số 412 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Hoàng Hồng Hùng,0910008412,,khachhang.08412@gmail.com,"Số 413 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Vũ Mạnh Long,0910008413,,khachhang.08413@gmail.com,"Số 414 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Bùi Đức Phong,0910008414,,khachhang.08414@gmail.com,"Số 415 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Ngô Tuấn Thịnh,0910008415,0300008415,khachhang.08415@gmail.com,"Số 416 Nguyễn Trãi, Hà Nội",12500000,0,QR
Đinh Bảo Vinh,0910008416,,khachhang.08416@gmail.com,"Số 417 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Nguyễn Thị Dũng,0910008417,,khachhang.08417@gmail.com,"Số 418 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Phạm Minh Hoàng,0910008418,,khachhang.08418@gmail.com,"Số 419 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Phan Xuân Lan,0910008419,,khachhang.08419@gmail.com,"Số 420 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Đặng Trọng Nghĩa,0910008420,0300008420,khachhang.08420@gmail.com,"Số 421 Giải Phóng, Nam Định",5000000,2000000,ZALO
Hồ Ngọc Thảo,0910008421,,khachhang.08421@gmail.com,"Số 422 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Lý Hữu Tùng,0910008422,,khachhang.08422@gmail.com,"Số 423 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Lâm Kim Bình,0910008423,,khachhang.08423@gmail.com,"Số 424 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Lê Văn Hiếu,0910008424,,khachhang.08424@gmail.com,"Số 425 Cầu Giấy, Hải Phòng",11000000,0,QR
Huỳnh Quang Khoa,0910008425,0300008425,khachhang.08425@gmail.com,"Số 426 Pasteur, Bình Dương",12500000,0,EMAIL
Võ Anh Nam,0910008426,,khachhang.08426@gmail.com,"Số 427 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Đỗ Gia Sơn,0910008427,,khachhang.08427@gmail.com,"Số 428 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Dương Đình Trung,0910008428,,khachhang.08428@gmail.com,"Số 429 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Đoàn Thanh Yến,0910008429,,khachhang.08429@gmail.com,"Số 430 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Trần Hồng Hải,0910008430,0300008430,khachhang.08430@gmail.com,"Số 431 Nguyễn Trãi, Hà Nội",5000000,0,QR
Hoàng Mạnh Hương,0910008431,,khachhang.08431@gmail.com,"Số 432 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Vũ Đức Mai,0910008432,,khachhang.08432@gmail.com,"Số 433 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Bùi Tuấn Phúc,0910008433,,khachhang.08433@gmail.com,"Số 434 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Ngô Bảo Thu,0910008434,,khachhang.08434@gmail.com,"Số 435 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Đinh Thị Vũ,0910008435,0300008435,khachhang.08435@gmail.com,"Số 436 Giải Phóng, Nam Định",12500000,0,ZALO
Nguyễn Minh Giang,0910008436,,khachhang.08436@gmail.com,"Số 437 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
Phạm Xuân Huy,0910008437,,khachhang.08437@gmail.com,"Số 438 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Phan Trọng Linh,0910008438,,khachhang.08438@gmail.com,"Số 439 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Đặng Ngọc Nhung,0910008439,,khachhang.08439@gmail.com,"Số 440 Cầu Giấy, Hải Phòng",18500000,0,QR
Hồ Hữu Thắng,0910008440,0300008440,khachhang.08440@gmail.com,"Số 441 Pasteur, Bình Dương",5000000,0,EMAIL
Lý Kim Vân,0910008441,,khachhang.08441@gmail.com,"Số 442 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Lâm Văn Cường,0910008442,,khachhang.08442@gmail.com,"Số 443 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Lê Quang Hoài,0910008443,,khachhang.08443@gmail.com,"Số 444 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Huỳnh Anh Kiên,0910008444,,khachhang.08444@gmail.com,"Số 445 Cách Mạng Tháng 8, Khánh Hòa",11000000,2000000,ZALO
Võ Gia Nga,0910008445,0300008445,khachhang.08445@gmail.com,"Số 446 Nguyễn Trãi, Hà Nội",12500000,0,QR
Đỗ Đình Tâm,0910008446,,khachhang.08446@gmail.com,"Số 447 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Dương Thanh Tuấn,0910008447,,khachhang.08447@gmail.com,"Số 448 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đoàn Hồng An,0910008448,,khachhang.08448@gmail.com,"Số 449 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Trần Mạnh Hạnh,0910008449,,khachhang.08449@gmail.com,"Số 450 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Hoàng Đức Khánh,0910008450,0300008450,khachhang.08450@gmail.com,"Số 451 Giải Phóng, Nam Định",5000000,0,ZALO
Vũ Tuấn Minh,0910008451,,khachhang.08451@gmail.com,"Số 452 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Bùi Bảo Quân,0910008452,,khachhang.08452@gmail.com,"Số 453 Quang Trung, Lâm Đồng",8000000,2000000,EMAIL
Ngô Thị Trang,0910008453,,khachhang.08453@gmail.com,"Số 454 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Đinh Minh Vy,0910008454,,khachhang.08454@gmail.com,"Số 455 Cầu Giấy, Hải Phòng",11000000,0,QR
Nguyễn Xuân Hà,0910008455,0300008455,khachhang.08455@gmail.com,"Số 456 Pasteur, Bình Dương",12500000,0,EMAIL
Phạm Trọng Hùng,0910008456,,khachhang.08456@gmail.com,"Số 457 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Phan Ngọc Long,0910008457,,khachhang.08457@gmail.com,"Số 458 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Đặng Hữu Phong,0910008458,,khachhang.08458@gmail.com,"Số 459 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Hồ Kim Thịnh,0910008459,,khachhang.08459@gmail.com,"Số 460 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Lý Văn Vinh,0910008460,0300008460,khachhang.08460@gmail.com,"Số 461 Nguyễn Trãi, Hà Nội",5000000,2000000,QR
Lâm Quang Dũng,0910008461,,khachhang.08461@gmail.com,"Số 462 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Lê Anh Hoàng,0910008462,,khachhang.08462@gmail.com,"Số 463 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Huỳnh Gia Lan,0910008463,,khachhang.08463@gmail.com,"Số 464 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Võ Đình Nghĩa,0910008464,,khachhang.08464@gmail.com,"Số 465 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Đỗ Thanh Thảo,0910008465,0300008465,khachhang.08465@gmail.com,"Số 466 Giải Phóng, Nam Định",12500000,0,ZALO
Dương Hồng Tùng,0910008466,,khachhang.08466@gmail.com,"Số 467 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Đoàn Mạnh Bình,0910008467,,khachhang.08467@gmail.com,"Số 468 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Trần Đức Hiếu,0910008468,,khachhang.08468@gmail.com,"Số 469 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,2000000,ZALO
Hoàng Tuấn Khoa,0910008469,,khachhang.08469@gmail.com,"Số 470 Cầu Giấy, Hải Phòng",18500000,0,QR
Vũ Bảo Nam,0910008470,0300008470,khachhang.08470@gmail.com,"Số 471 Pasteur, Bình Dương",5000000,0,EMAIL
Bùi Thị Sơn,0910008471,,khachhang.08471@gmail.com,"Số 472 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Ngô Minh Trung,0910008472,,khachhang.08472@gmail.com,"Số 473 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Đinh Xuân Yến,0910008473,,khachhang.08473@gmail.com,"Số 474 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Nguyễn Trọng Hải,0910008474,,khachhang.08474@gmail.com,"Số 475 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Phạm Ngọc Hương,0910008475,0300008475,khachhang.08475@gmail.com,"Số 476 Nguyễn Trãi, Hà Nội",12500000,0,QR
Phan Hữu Mai,0910008476,,khachhang.08476@gmail.com,"Số 477 Hoàng Diệu, Đà Nẵng",14000000,2000000,EMAIL
Đặng Kim Phúc,0910008477,,khachhang.08477@gmail.com,"Số 478 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Hồ Văn Thu,0910008478,,khachhang.08478@gmail.com,"Số 479 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Lý Quang Vũ,0910008479,,khachhang.08479@gmail.com,"Số 480 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Lâm Anh Giang,0910008480,0300008480,khachhang.08480@gmail.com,"Số 481 Giải Phóng, Nam Định",5000000,0,ZALO
Lê Gia Huy,0910008481,,khachhang.08481@gmail.com,"Số 482 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Huỳnh Đình Linh,0910008482,,khachhang.08482@gmail.com,"Số 483 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Võ Thanh Nhung,0910008483,,khachhang.08483@gmail.com,"Số 484 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Đỗ Hồng Thắng,0910008484,,khachhang.08484@gmail.com,"Số 485 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Dương Mạnh Vân,0910008485,0300008485,khachhang.08485@gmail.com,"Số 486 Pasteur, Bình Dương",12500000,0,EMAIL
Đoàn Đức Cường,0910008486,,khachhang.08486@gmail.com,"Số 487 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Trần Tuấn Hoài,0910008487,,khachhang.08487@gmail.com,"Số 488 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Hoàng Bảo Kiên,0910008488,,khachhang.08488@gmail.com,"Số 489 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Vũ Thị Nga,0910008489,,khachhang.08489@gmail.com,"Số 490 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Bùi Minh Tâm,0910008490,0300008490,khachhang.08490@gmail.com,"Số 491 Nguyễn Trãi, Hà Nội",5000000,0,QR
Ngô Xuân Tuấn,0910008491,,khachhang.08491@gmail.com,"Số 492 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đinh Trọng An,0910008492,,khachhang.08492@gmail.com,"Số 493 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Nguyễn Ngọc Hạnh,0910008493,,khachhang.08493@gmail.com,"Số 494 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Phạm Hữu Khánh,0910008494,,khachhang.08494@gmail.com,"Số 495 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Phan Kim Minh,0910008495,0300008495,khachhang.08495@gmail.com,"Số 496 Giải Phóng, Nam Định",12500000,0,ZALO
Đặng Văn Quân,0910008496,,khachhang.08496@gmail.com,"Số 497 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Hồ Quang Trang,0910008497,,khachhang.08497@gmail.com,"Số 498 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Lý Anh Vy,0910008498,,khachhang.08498@gmail.com,"Số 499 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Lâm Gia Hà,0910008499,,khachhang.08499@gmail.com,"Số 500 Cầu Giấy, Hải Phòng",18500000,0,QR
Lê Đình Hùng,0910008500,0300008500,khachhang.08500@gmail.com,"Số 1 Pasteur, Bình Dương",5000000,2000000,EMAIL
Huỳnh Thanh Long,0910008501,,khachhang.08501@gmail.com,"Số 2 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Võ Hồng Phong,0910008502,,khachhang.08502@gmail.com,"Số 3 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Đỗ Mạnh Thịnh,0910008503,,khachhang.08503@gmail.com,"Số 4 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Dương Đức Vinh,0910008504,,khachhang.08504@gmail.com,"Số 5 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đoàn Tuấn Dũng,0910008505,0300008505,khachhang.08505@gmail.com,"Số 6 Nguyễn Trãi, Hà Nội",12500000,0,QR
Trần Bảo Hoàng,0910008506,,khachhang.08506@gmail.com,"Số 7 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Hoàng Thị Lan,0910008507,,khachhang.08507@gmail.com,"Số 8 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Vũ Minh Nghĩa,0910008508,,khachhang.08508@gmail.com,"Số 9 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Bùi Xuân Thảo,0910008509,,khachhang.08509@gmail.com,"Số 10 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Ngô Trọng Tùng,0910008510,0300008510,khachhang.08510@gmail.com,"Số 11 Giải Phóng, Nam Định",5000000,0,ZALO
Đinh Ngọc Bình,0910008511,,khachhang.08511@gmail.com,"Số 12 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Nguyễn Hữu Hiếu,0910008512,,khachhang.08512@gmail.com,"Số 13 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Phạm Kim Khoa,0910008513,,khachhang.08513@gmail.com,"Số 14 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Phan Văn Nam,0910008514,,khachhang.08514@gmail.com,"Số 15 Cầu Giấy, Hải Phòng",11000000,0,QR
Đặng Quang Sơn,0910008515,0300008515,khachhang.08515@gmail.com,"Số 16 Pasteur, Bình Dương",12500000,0,EMAIL
Hồ Anh Trung,0910008516,,khachhang.08516@gmail.com,"Số 17 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Lý Gia Yến,0910008517,,khachhang.08517@gmail.com,"Số 18 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Lâm Đình Hải,0910008518,,khachhang.08518@gmail.com,"Số 19 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Lê Thanh Hương,0910008519,,khachhang.08519@gmail.com,"Số 20 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Huỳnh Hồng Mai,0910008520,0300008520,khachhang.08520@gmail.com,"Số 21 Nguyễn Trãi, Hà Nội",5000000,0,QR
Võ Mạnh Phúc,0910008521,,khachhang.08521@gmail.com,"Số 22 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đỗ Đức Thu,0910008522,,khachhang.08522@gmail.com,"Số 23 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Dương Tuấn Vũ,0910008523,,khachhang.08523@gmail.com,"Số 24 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đoàn Bảo Giang,0910008524,,khachhang.08524@gmail.com,"Số 25 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Trần Thị Huy,0910008525,0300008525,khachhang.08525@gmail.com,"Số 26 Giải Phóng, Nam Định",12500000,0,ZALO
Hoàng Minh Linh,0910008526,,khachhang.08526@gmail.com,"Số 27 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Vũ Xuân Nhung,0910008527,,khachhang.08527@gmail.com,"Số 28 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Bùi Trọng Thắng,0910008528,,khachhang.08528@gmail.com,"Số 29 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Ngô Ngọc Vân,0910008529,,khachhang.08529@gmail.com,"Số 30 Cầu Giấy, Hải Phòng",18500000,0,QR
Đinh Hữu Cường,0910008530,0300008530,khachhang.08530@gmail.com,"Số 31 Pasteur, Bình Dương",5000000,0,EMAIL
Nguyễn Kim Hoài,0910008531,,khachhang.08531@gmail.com,"Số 32 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Phạm Văn Kiên,0910008532,,khachhang.08532@gmail.com,"Số 33 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Phan Quang Nga,0910008533,,khachhang.08533@gmail.com,"Số 34 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đặng Anh Tâm,0910008534,,khachhang.08534@gmail.com,"Số 35 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Hồ Gia Tuấn,0910008535,0300008535,khachhang.08535@gmail.com,"Số 36 Nguyễn Trãi, Hà Nội",12500000,0,QR
Lý Đình An,0910008536,,khachhang.08536@gmail.com,"Số 37 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Lâm Thanh Hạnh,0910008537,,khachhang.08537@gmail.com,"Số 38 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Lê Hồng Khánh,0910008538,,khachhang.08538@gmail.com,"Số 39 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Huỳnh Mạnh Minh,0910008539,,khachhang.08539@gmail.com,"Số 40 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Võ Đức Quân,0910008540,0300008540,khachhang.08540@gmail.com,"Số 41 Giải Phóng, Nam Định",5000000,2000000,ZALO
Đỗ Tuấn Trang,0910008541,,khachhang.08541@gmail.com,"Số 42 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Dương Bảo Vy,0910008542,,khachhang.08542@gmail.com,"Số 43 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Đoàn Thị Hà,0910008543,,khachhang.08543@gmail.com,"Số 44 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Trần Minh Hùng,0910008544,,khachhang.08544@gmail.com,"Số 45 Cầu Giấy, Hải Phòng",11000000,0,QR
Hoàng Xuân Long,0910008545,0300008545,khachhang.08545@gmail.com,"Số 46 Pasteur, Bình Dương",12500000,0,EMAIL
Vũ Trọng Phong,0910008546,,khachhang.08546@gmail.com,"Số 47 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Bùi Ngọc Thịnh,0910008547,,khachhang.08547@gmail.com,"Số 48 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Ngô Hữu Vinh,0910008548,,khachhang.08548@gmail.com,"Số 49 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Đinh Kim Dũng,0910008549,,khachhang.08549@gmail.com,"Số 50 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Nguyễn Văn Hoàng,0910008550,0300008550,khachhang.08550@gmail.com,"Số 51 Nguyễn Trãi, Hà Nội",5000000,0,QR
Phạm Quang Lan,0910008551,,khachhang.08551@gmail.com,"Số 52 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Phan Anh Nghĩa,0910008552,,khachhang.08552@gmail.com,"Số 53 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Đặng Gia Thảo,0910008553,,khachhang.08553@gmail.com,"Số 54 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Hồ Đình Tùng,0910008554,,khachhang.08554@gmail.com,"Số 55 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Lý Thanh Bình,0910008555,0300008555,khachhang.08555@gmail.com,"Số 56 Giải Phóng, Nam Định",12500000,0,ZALO
Lâm Hồng Hiếu,0910008556,,khachhang.08556@gmail.com,"Số 57 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
Lê Mạnh Khoa,0910008557,,khachhang.08557@gmail.com,"Số 58 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Huỳnh Đức Nam,0910008558,,khachhang.08558@gmail.com,"Số 59 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Võ Tuấn Sơn,0910008559,,khachhang.08559@gmail.com,"Số 60 Cầu Giấy, Hải Phòng",18500000,0,QR
Đỗ Bảo Trung,0910008560,0300008560,khachhang.08560@gmail.com,"Số 61 Pasteur, Bình Dương",5000000,0,EMAIL
Dương Thị Yến,0910008561,,khachhang.08561@gmail.com,"Số 62 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Đoàn Minh Hải,0910008562,,khachhang.08562@gmail.com,"Số 63 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Trần Xuân Hương,0910008563,,khachhang.08563@gmail.com,"Số 64 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Hoàng Trọng Mai,0910008564,,khachhang.08564@gmail.com,"Số 65 Cách Mạng Tháng 8, Khánh Hòa",11000000,2000000,ZALO
Vũ Ngọc Phúc,0910008565,0300008565,khachhang.08565@gmail.com,"Số 66 Nguyễn Trãi, Hà Nội",12500000,0,QR
Bùi Hữu Thu,0910008566,,khachhang.08566@gmail.com,"Số 67 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Ngô Kim Vũ,0910008567,,khachhang.08567@gmail.com,"Số 68 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đinh Văn Giang,0910008568,,khachhang.08568@gmail.com,"Số 69 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Nguyễn Quang Huy,0910008569,,khachhang.08569@gmail.com,"Số 70 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
